,Age,Customer-Period,MaximumSpend,Hidden-Score,Monthly-Average-Spend,Level,Mortgage,Security-Asset,Fixed-Deposit-Account,Internet-Banking,Credit-Card,Region,MaximumSpend_Log,Monthly-Average-Spend_Log,Mortgage_Log
3209,42,16,173,2,1.5,2,373,0,1,1,1,1,5.262690188904886,0.6931471805599453,5.973809611869261
607,28,3,170,1,0.1,3,0,0,0,0,0,5,5.247024072160486,-0.5108256237659907,2.995732273553991
494,41,17,160,2,8.0,1,0,0,0,1,0,2,5.19295685089021,2.1400661634962708,2.995732273553991
456,64,39,42,3,0.5,2,116,0,0,1,0,2,4.127134385045092,0.0,4.912654885736052
1126,32,8,104,2,3.7,1,0,0,0,0,1,5,4.820281565605037,1.4350845252893227,2.995732273553991
28,56,30,48,1,2.2,3,0,0,0,1,1,4,4.219507705176107,0.9932517730102834,2.995732273553991
2841,37,11,190,4,7.3,2,565,0,1,1,0,4,5.3471075307174685,2.0541237336955462,6.371611847231857
4681,27,3,68,4,0.0,1,0,0,0,0,1,5,4.477336814478207,-0.6931471805599453,2.995732273553991
3002,37,13,95,2,1.7,2,83,0,0,0,0,0,4.74493212836325,0.7884573603642703,4.634728988229636
2744,51,27,10,2,0.2,1,86,0,0,0,0,2,3.4011973816621555,-0.35667494393873245,4.663439094112067
1444,60,33,154,1,3.0,2,0,1,1,1,0,0,5.159055299214529,1.252762968495368,2.995732273553991
1395,47,23,190,4,0.3,3,305,0,0,0,0,2,5.3471075307174685,-0.2231435513142097,5.783825182329737
3900,51,27,12,3,0.4,1,0,1,1,1,1,2,3.4657359027997265,-0.10536051565782628,2.995732273553991
18,46,21,193,2,8.1,3,0,0,0,0,0,1,5.3612921657094255,2.151762203259462,2.995732273553991
1650,31,6,83,4,2.2,2,106,0,0,1,0,2,4.634728988229636,0.9932517730102834,4.836281906951478
1637,30,6,193,3,6.3,3,0,0,0,1,0,4,5.3612921657094255,1.916922612182061,2.995732273553991
1998,56,32,103,3,4.0,3,0,0,0,0,0,4,4.812184355372417,1.5040773967762742,2.995732273553991
1518,43,17,64,4,3.0,3,221,0,0,1,0,5,4.430816798843313,1.252762968495368,5.484796933490655
1285,38,13,113,4,1.7,2,0,0,0,0,1,4,4.890349128221754,0.7884573603642703,2.995732273553991
4278,56,31,51,3,1.7,1,0,0,0,1,1,2,4.2626798770413155,0.7884573603642703,2.995732273553991
3295,42,16,141,3,4.0,2,0,0,0,0,0,4,5.081404364984463,1.5040773967762742,2.995732273553991
596,48,22,152,1,3.5,3,0,0,0,1,0,4,5.147494476813453,1.3862943611198906,2.995732273553991
4652,38,12,184,3,8.0,1,0,0,0,1,0,1,5.318119993844216,2.1400661634962708,2.995732273553991
2361,36,12,109,3,0.5,3,0,1,1,1,0,4,4.859812404361672,0.0,2.995732273553991
1418,65,41,154,2,4.6,2,0,1,1,1,1,2,5.159055299214529,1.62924053973028,2.995732273553991
4425,26,0,164,2,4.0,3,301,0,0,1,0,5,5.214935757608986,1.5040773967762742,5.771441123130016
3864,62,32,142,2,2.8,3,0,0,0,0,1,5,5.087596335232384,1.1939224684724346,2.995732273553991
3661,29,4,120,1,4.1,2,0,1,1,0,1,4,4.941642422609304,1.5260563034950492,2.995732273553991
2648,26,0,155,2,7.2,1,0,0,0,0,0,3,5.1647859739235145,2.0412203288596382,2.995732273553991
4532,48,22,133,2,3.1,2,0,0,0,1,0,0,5.030437921392435,1.2809338454620642,2.995732273553991
1137,51,26,134,4,4.5,3,0,1,1,1,0,0,5.0369526024136295,1.6094379124341003,2.995732273553991
2742,39,14,89,2,0.4,1,0,0,0,1,0,5,4.6913478822291435,-0.10536051565782628,2.995732273553991
3986,38,14,182,3,2.6,3,0,0,1,1,1,2,5.308267697401205,1.1314021114911006,2.995732273553991
4812,29,4,184,4,2.2,3,612,0,0,1,0,2,5.318119993844216,0.9932517730102834,6.448889394146858
1603,36,6,138,1,7.0,3,86,0,0,1,0,2,5.062595033026967,2.0149030205422647,4.663439094112067
536,25,-1,43,3,2.4,2,176,0,0,1,0,2,4.143134726391533,1.0647107369924282,5.278114659230517
202,30,3,68,4,2.0,2,0,0,0,1,0,4,4.477336814478207,0.9162907318741551,2.995732273553991
2874,49,25,114,1,2.5,3,0,0,0,1,0,1,4.897839799950911,1.0986122886681098,2.995732273553991
2898,27,1,140,1,5.9,2,175,1,1,1,0,1,5.075173815233827,1.8562979903656263,5.272999558563747
4310,65,41,170,4,6.1,2,0,0,1,1,1,4,5.247024072160486,1.8870696490323797,2.995732273553991
3268,43,17,111,4,5.4,3,0,0,0,1,0,1,4.875197323201151,1.7749523509116738,2.995732273553991
286,51,25,45,3,0.6,2,131,0,0,1,0,4,4.174387269895637,0.09531017980432493,5.017279836814924
2257,47,23,130,2,1.4,1,0,0,0,0,0,1,5.0106352940962555,0.6418538861723947,2.995732273553991
2773,63,37,185,2,7.9,2,358,0,0,1,0,4,5.3230099791384085,2.128231705849268,5.934894195619588
3451,54,30,70,1,1.6,3,251,0,0,1,1,2,4.499809670330265,0.7419373447293773,5.602118820879701
914,65,41,195,3,0.4,1,0,1,1,0,1,1,5.3706380281276624,-0.10536051565782628,2.995732273553991
1018,39,15,61,2,0.6,3,127,0,0,0,0,0,4.394449154672439,0.09531017980432493,4.990432586778736
2207,38,12,180,1,2.8,3,158,0,0,1,0,0,5.298317366548036,1.1939224684724346,5.181783550292085
57,56,31,131,2,1.2,3,0,0,0,0,0,5,5.017279836814924,0.5306282510621704,2.995732273553991
781,56,32,158,3,3.7,3,0,0,0,1,0,4,5.181783550292085,1.4350845252893227,2.995732273553991
1504,30,6,191,2,4.4,2,0,0,0,1,0,2,5.351858133476067,1.589235205116581,2.995732273553991
2577,55,29,78,1,0.8,3,190,0,0,1,0,5,4.584967478670572,0.26236426446749106,5.3471075307174685
4267,52,26,194,2,5.7,2,0,0,0,1,0,1,5.365976015021851,1.824549292051046,2.995732273553991
4981,34,9,195,2,3.0,1,122,0,0,1,0,0,5.3706380281276624,1.252762968495368,4.955827057601261
3728,28,3,118,3,2.4,2,161,0,0,0,0,1,4.927253685157205,1.0647107369924282,5.198497031265826
4883,38,13,129,3,4.1,3,0,0,1,1,1,2,5.003946305945459,1.5260563034950492,2.995732273553991
4144,47,23,138,2,3.3,1,0,0,0,1,1,1,5.062595033026967,1.33500106673234,2.995732273553991
2194,34,9,123,1,1.6,2,0,0,0,1,0,4,4.962844630259907,0.7419373447293773,2.995732273553991
2769,33,9,183,2,8.8,3,582,0,0,1,0,1,5.313205979041787,2.2300144001592104,6.400257445308821
1983,31,5,20,2,0.3,1,0,0,0,0,0,4,3.6888794541139363,-0.2231435513142097,2.995732273553991
1748,49,23,79,3,0.7,2,151,0,0,1,0,5,4.59511985013459,0.1823215567939546,5.14166355650266
3394,25,-1,113,4,2.1,3,0,0,0,1,0,0,4.890349128221754,0.9555114450274363,2.995732273553991
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
1731,43,19,125,3,2.4,1,0,0,0,1,0,2,4.976733742420574,1.0647107369924282,2.995732273553991
2299,62,37,15,3,0.1,3,91,0,0,0,0,4,3.5553480614894135,-0.5108256237659907,4.709530201312334
868,40,15,161,2,3.3,1,0,1,0,0,1,4,5.198497031265826,1.33500106673234,2.995732273553991
247,53,29,120,4,2.7,2,111,1,1,1,0,2,4.941642422609304,1.1631508098056809,4.875197323201151
1706,56,31,84,1,0.1,3,0,0,0,1,0,2,4.6443908991413725,-0.5108256237659907,2.995732273553991
3693,52,27,28,3,1.7,2,0,0,0,0,0,3,3.871201010907891,0.7884573603642703,2.995732273553991
779,53,28,192,2,6.4,3,0,0,0,0,0,4,5.356586274672012,1.9315214116032138,2.995732273553991
4701,42,16,49,1,2.8,1,0,0,0,0,0,0,4.23410650459726,1.1939224684724346,2.995732273553991
1402,55,29,172,1,5.2,2,0,0,0,0,0,5,5.2574953720277815,1.7404661748405046,2.995732273553991
4337,26,2,182,2,3.2,2,0,0,0,0,0,3,5.308267697401205,1.308332819650179,2.995732273553991
3683,53,27,62,3,3.0,2,0,1,0,0,0,5,4.406719247264253,1.252762968495368,2.995732273553991
925,42,18,31,1,0.3,3,0,0,0,0,1,4,3.9318256327243257,-0.2231435513142097,2.995732273553991
1584,46,20,25,4,0.6,3,125,0,0,0,0,3,3.8066624897703196,0.09531017980432493,4.976733742420574
1557,51,25,41,4,1.8,1,0,0,0,0,0,4,4.110873864173311,0.8329091229351039,2.995732273553991
2418,41,17,28,1,0.7,1,0,0,0,0,1,5,3.871201010907891,0.1823215567939546,2.995732273553991
1486,35,9,141,2,4.5,2,0,0,0,0,0,3,5.081404364984463,1.6094379124341003,2.995732273553991
1848,35,10,30,3,1.3,1,0,1,1,1,1,5,3.912023005428146,0.5877866649021191,2.995732273553991
1824,49,23,194,4,8.3,2,0,0,0,0,1,4,5.365976015021851,2.174751721484161,2.995732273553991
692,26,2,30,1,1.0,3,111,0,0,0,0,4,3.912023005428146,0.4054651081081644,4.875197323201151
466,25,0,13,2,0.9,3,0,0,0,1,0,1,3.4965075614664802,0.3364722366212129,2.995732273553991
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
998,52,27,94,1,2.8,2,333,0,0,1,0,3,4.736198448394496,1.1939224684724346,5.8664680569332965
3978,43,18,19,2,0.3,2,0,0,0,1,0,2,3.6635616461296463,-0.2231435513142097,2.995732273553991
4771,36,11,85,3,1.2,3,0,0,0,1,0,0,4.653960350157523,0.5306282510621704,2.995732273553991
1333,62,38,99,4,1.7,2,0,0,0,1,0,5,4.77912349311153,0.7884573603642703,2.995732273553991
2584,59,34,114,3,4.2,2,0,0,0,1,0,4,4.897839799950911,1.547562508716013,2.995732273553991
4729,40,14,18,4,1.5,3,0,0,0,0,0,0,3.6375861597263857,0.6931471805599453,2.995732273553991
4035,34,9,180,2,6.5,3,0,0,1,1,0,3,5.298317366548036,1.9459101490553132,2.995732273553991
4020,58,32,191,4,5.2,3,194,0,0,0,1,3,5.351858133476067,1.7404661748405046,5.365976015021851
2398,53,29,90,2,0.3,1,217,1,0,0,1,5,4.700480365792417,-0.2231435513142097,5.4680601411351315
2772,55,31,130,4,6.5,1,0,0,0,0,1,2,5.0106352940962555,1.9459101490553132,2.995732273553991
527,33,8,65,2,0.1,1,89,0,0,1,0,0,4.442651256490317,-0.5108256237659907,4.6913478822291435
2613,52,26,110,2,5.4,3,204,1,1,1,0,4,4.867534450455582,1.7749523509116738,5.4116460518550396
2841,37,11,190,4,7.3,2,565,0,1,1,0,4,5.3471075307174685,2.0541237336955462,6.371611847231857
2191,42,18,171,2,8.0,1,0,0,0,1,0,0,5.25227342804663,2.1400661634962708,2.995732273553991
303,49,25,195,4,3.0,1,617,0,0,0,0,5,5.3706380281276624,1.252762968495368,6.456769655572163
785,46,22,164,2,7.6,1,0,0,1,1,1,4,5.214935757608986,2.0918640616783932,2.995732273553991
4883,38,13,129,3,4.1,3,0,0,1,1,1,2,5.003946305945459,1.5260563034950492,2.995732273553991
4026,27,1,142,3,5.5,1,0,0,0,0,0,2,5.087596335232384,1.791759469228055,2.995732273553991
2195,51,27,33,4,0.2,1,83,0,0,1,0,2,3.970291913552122,-0.35667494393873245,4.634728988229636
1418,65,41,154,2,4.6,2,0,1,1,1,1,2,5.159055299214529,1.62924053973028,2.995732273553991
3578,29,5,128,2,4.1,2,209,0,0,1,0,1,4.997212273764115,1.5260563034950492,5.43372200355424
3045,58,32,48,1,2.8,2,0,0,0,1,0,1,4.219507705176107,1.1939224684724346,2.995732273553991
2196,51,24,189,4,4.75,2,0,0,0,1,0,5,5.342334251964811,1.6582280766035324,2.995732273553991
779,53,28,192,2,6.4,3,0,0,0,0,0,4,5.356586274672012,1.9315214116032138,2.995732273553991
4839,34,8,52,4,0.2,1,0,0,0,1,0,5,4.276666119016055,-0.35667494393873245,2.995732273553991
4612,32,6,18,2,0.3,2,0,0,0,1,0,2,3.6375861597263857,-0.2231435513142097,2.995732273553991
2119,39,13,50,3,0.5,3,0,0,0,0,0,4,4.248495242049359,0.0,2.995732273553991
4422,57,31,164,2,3.8,3,422,0,1,1,1,4,5.214935757608986,1.4586150226995167,6.091309882077698
4985,48,23,30,3,1.7,2,162,0,0,1,0,4,3.912023005428146,0.7884573603642703,5.204006687076795
2800,52,26,28,2,0.7,2,90,0,0,1,1,3,3.871201010907891,0.1823215567939546,4.700480365792417
1789,44,20,171,4,0.7,1,567,0,1,1,1,1,5.25227342804663,0.1823215567939546,6.375024819828097
3401,39,15,28,1,1.4,3,118,0,0,1,1,5,3.871201010907891,0.6418538861723947,4.927253685157205
2779,59,35,168,4,4.1,2,0,0,0,1,0,5,5.236441962829949,1.5260563034950492,2.995732273553991
4025,51,27,53,1,1.8,3,0,0,0,0,1,4,4.290459441148391,0.8329091229351039,2.995732273553991
956,37,11,43,1,2.0,1,0,0,0,1,0,0,4.143134726391533,0.9162907318741551,2.995732273553991
619,57,27,73,1,3.0,3,0,0,0,0,0,3,4.532599493153256,1.252762968495368,2.995732273553991
4155,55,30,28,4,0.1,3,149,0,0,1,1,0,3.871201010907891,-0.5108256237659907,5.1298987149230735
4668,40,14,63,3,0.5,3,221,0,0,1,0,4,4.418840607796598,0.0,5.484796933490655
4106,48,22,54,1,1.2,2,0,0,0,0,0,3,4.30406509320417,0.5306282510621704,2.995732273553991
3339,27,1,141,4,5.1,3,354,0,0,0,0,5,5.081404364984463,1.7227665977411035,5.924255797414532
57,56,31,131,2,1.2,3,0,0,0,0,0,5,5.017279836814924,0.5306282510621704,2.995732273553991
3368,45,18,163,3,5.33,2,0,0,1,0,1,4,5.209486152841421,1.763017000362401,2.995732273553991
4655,33,7,188,2,7.0,2,581,0,0,0,0,5,5.337538079701318,2.0149030205422647,6.398594934535208
3542,30,5,118,4,3.0,3,0,0,0,1,0,2,4.927253685157205,1.252762968495368,2.995732273553991
3320,50,25,114,1,0.6,1,0,0,0,0,1,2,4.897839799950911,0.09531017980432493,2.995732273553991
2842,36,11,90,1,2.8,1,0,0,0,1,0,4,4.700480365792417,1.1939224684724346,2.995732273553991
4190,40,16,89,3,3.9,2,216,1,1,1,0,5,4.6913478822291435,1.4816045409242156,5.4638318050256105
1191,29,5,128,1,1.5,1,0,0,0,1,1,4,4.997212273764115,0.6931471805599453,2.995732273553991
2203,50,25,130,1,0.6,1,311,0,0,0,0,1,5.0106352940962555,0.09531017980432493,5.802118375377063
2843,27,3,20,4,1.0,1,134,0,0,1,1,5,3.6888794541139363,0.4054651081081644,5.0369526024136295
2317,31,5,129,3,5.9,3,319,1,1,0,1,5,5.003946305945459,1.8562979903656263,5.82600010738045
282,34,9,71,4,0.7,3,0,0,0,1,0,1,4.51085950651685,0.1823215567939546,2.995732273553991
1285,38,13,113,4,1.7,2,0,0,0,0,1,4,4.890349128221754,0.7884573603642703,2.995732273553991
2428,39,12,108,4,3.67,2,301,0,0,0,1,2,4.852030263919617,1.4279160358107101,5.771441123130016
1283,30,6,64,4,3.4,1,117,0,0,0,0,4,4.430816798843313,1.3609765531356006,4.919980925828125
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
299,41,15,159,1,5.5,3,0,0,1,1,0,0,5.187385805840755,1.791759469228055,2.995732273553991
4744,44,20,72,3,0.3,3,0,0,0,1,0,5,4.5217885770490405,-0.2231435513142097,2.995732273553991
1731,43,19,125,3,2.4,1,0,0,0,1,0,2,4.976733742420574,1.0647107369924282,2.995732273553991
2672,30,5,131,3,0.5,3,0,0,0,0,0,2,5.017279836814924,0.0,2.995732273553991
2400,61,36,169,2,6.1,3,106,0,1,1,1,1,5.241747015059643,1.8870696490323797,4.836281906951478
3449,57,32,135,3,4.8,2,0,1,1,1,0,0,5.043425116919247,1.667706820558076,2.995732273553991
3562,32,8,169,1,6.5,3,272,1,1,1,0,4,5.241747015059643,1.9459101490553132,5.676753802268282
1478,65,39,160,4,3.8,1,237,0,0,1,0,4,5.19295685089021,1.4586150226995167,5.54907608489522
1570,41,16,114,4,3.5,1,0,0,0,0,1,4,4.897839799950911,1.3862943611198906,2.995732273553991
321,44,20,101,3,4.4,2,82,0,0,0,0,2,4.795790545596741,1.589235205116581,4.624972813284271
3336,60,34,11,4,0.7,3,0,0,0,1,0,4,3.4339872044851463,0.1823215567939546,2.995732273553991
1444,60,33,154,1,3.0,2,0,1,1,1,0,0,5.159055299214529,1.252762968495368,2.995732273553991
566,53,28,175,3,3.6,3,0,0,1,1,1,5,5.272999558563747,1.410986973710262,2.995732273553991
566,53,28,175,3,3.6,3,0,0,1,1,1,5,5.272999558563747,1.410986973710262,2.995732273553991
187,46,21,159,3,1.9,3,315,0,0,1,0,4,5.187385805840755,0.8754687373538999,5.814130531825066
4259,52,26,158,2,3.7,3,251,0,0,0,1,4,5.181783550292085,1.4350845252893227,5.602118820879701
4375,34,10,51,3,2.0,1,130,0,0,0,0,0,4.2626798770413155,0.9162907318741551,5.0106352940962555
3513,31,4,39,2,1.0,2,0,0,0,0,0,4,4.07753744390572,0.4054651081081644,2.995732273553991
2477,40,14,179,1,2.6,3,0,0,0,1,0,0,5.293304824724492,1.1314021114911006,2.995732273553991
1674,37,11,139,2,0.8,2,421,0,0,1,0,5,5.0689042022202315,0.26236426446749106,6.089044875446846
4540,56,32,64,4,1.5,1,0,0,0,1,0,0,4.430816798843313,0.6931471805599453,2.995732273553991
3678,49,25,30,4,0.6,1,0,0,0,0,0,2,3.912023005428146,0.09531017980432493,2.995732273553991
3616,41,15,69,1,1.5,3,78,0,0,1,0,2,4.48863636973214,0.6931471805599453,4.584967478670572
2055,49,23,25,1,1.4,3,0,0,0,1,0,0,3.8066624897703196,0.6418538861723947,2.995732273553991
3142,34,8,175,4,1.1,3,0,1,1,1,1,5,5.272999558563747,0.47000362924573563,2.995732273553991
676,47,23,11,1,0.9,3,103,0,0,0,1,4,3.4339872044851463,0.3364722366212129,4.812184355372417
3062,39,14,75,1,0.1,2,297,0,0,0,1,2,4.553876891600541,-0.5108256237659907,5.75890177387728
4611,34,7,52,2,1.0,2,0,0,0,1,0,3,4.276666119016055,0.4054651081081644,2.995732273553991
639,62,36,32,2,0.2,3,0,0,0,1,1,2,3.9512437185814275,-0.35667494393873245,2.995732273553991
2215,28,3,193,3,4.0,2,0,0,0,1,0,4,5.3612921657094255,1.5040773967762742,2.995732273553991
993,41,15,185,1,3.6,2,0,0,0,0,0,1,5.3230099791384085,1.410986973710262,2.995732273553991
289,42,15,24,3,1.0,2,0,0,0,1,1,2,3.784189633918261,0.4054651081081644,2.995732273553991
681,34,9,164,1,6.0,3,0,0,0,1,0,4,5.214935757608986,1.8718021769015913,2.995732273553991
4934,26,0,85,2,1.6,3,0,0,0,1,1,3,4.653960350157523,0.7419373447293773,2.995732273553991
4927,43,19,121,1,0.7,2,0,0,1,1,1,4,4.948759890378168,0.1823215567939546,2.995732273553991
472,43,19,31,4,0.3,1,156,0,0,1,0,0,3.9318256327243257,-0.2231435513142097,5.170483995038151
1628,42,18,90,4,0.8,1,245,1,0,0,0,5,4.700480365792417,0.26236426446749106,5.579729825986222
309,62,38,91,1,3.8,1,0,1,0,1,0,5,4.709530201312334,1.4586150226995167,2.995732273553991
2443,28,3,161,4,1.7,3,422,0,1,1,1,2,5.198497031265826,0.7884573603642703,6.091309882077698
4179,29,3,91,1,3.4,3,0,0,0,0,0,4,4.709530201312334,1.3609765531356006,2.995732273553991
1903,56,26,50,3,1.4,3,0,0,0,0,0,0,4.248495242049359,0.6418538861723947,2.995732273553991
1944,52,28,39,3,1.9,2,83,0,1,1,1,0,4.07753744390572,0.8754687373538999,4.634728988229636
321,44,20,101,3,4.4,2,82,0,0,0,0,2,4.795790545596741,1.589235205116581,4.624972813284271
4439,33,7,104,2,3.6,3,0,0,0,0,1,4,4.820281565605037,1.410986973710262,2.995732273553991
2857,34,8,184,3,7.5,1,0,0,0,0,0,3,5.318119993844216,2.0794415416798357,2.995732273553991
2803,43,18,41,1,0.3,3,0,0,0,1,0,2,4.110873864173311,-0.2231435513142097,2.995732273553991
42,32,7,132,4,1.1,2,412,0,0,1,0,0,5.0238805208462765,0.47000362924573563,6.068425588244111
4812,29,4,184,4,2.2,3,612,0,0,1,0,2,5.318119993844216,0.9932517730102834,6.448889394146858
401,29,2,30,4,1.5,2,112,0,0,0,1,5,3.912023005428146,0.6931471805599453,4.882801922586371
482,56,32,173,1,4.6,2,88,0,1,1,0,4,5.262690188904886,1.62924053973028,4.68213122712422
1807,46,20,61,2,0.4,3,0,0,0,0,0,0,4.394449154672439,-0.10536051565782628,2.995732273553991
2590,46,20,152,1,7.4,3,374,0,1,1,1,5,5.147494476813453,2.066862759472976,5.976350909297934
1418,65,41,154,2,4.6,2,0,1,1,1,1,2,5.159055299214529,1.62924053973028,2.995732273553991
2047,63,38,134,3,4.0,2,0,0,0,0,1,0,5.0369526024136295,1.5040773967762742,2.995732273553991
4156,37,12,193,1,8.6,1,0,0,0,0,0,2,5.3612921657094255,2.2082744135228043,2.995732273553991
2872,50,26,23,1,0.3,1,0,0,0,0,0,2,3.7612001156935624,-0.2231435513142097,2.995732273553991
3124,45,20,198,2,2.8,1,0,0,0,1,1,5,5.384495062789089,1.1939224684724346,2.995732273553991
1721,54,29,59,2,2.3,3,152,0,0,1,0,2,4.3694478524670215,1.0296194171811581,5.147494476813453
3542,30,5,118,4,3.0,3,0,0,0,1,0,2,4.927253685157205,1.252762968495368,2.995732273553991
3176,48,24,14,3,0.4,1,0,0,0,1,0,1,3.5263605246161616,-0.10536051565782628,2.995732273553991
1150,55,31,81,3,2.67,1,0,0,0,1,0,5,4.61512051684126,1.1537315878891892,2.995732273553991
2041,45,20,180,3,8.5,2,535,0,0,0,0,5,5.298317366548036,2.1972245773362196,6.318968113746434
1320,31,7,192,1,0.0,2,0,0,0,1,0,0,5.356586274672012,-0.6931471805599453,2.995732273553991
1985,31,7,31,4,0.4,2,79,0,0,0,0,4,3.9318256327243257,-0.10536051565782628,4.59511985013459
3472,54,27,120,4,3.0,2,431,0,0,1,0,2,4.941642422609304,1.252762968495368,6.111467339502679
2477,40,14,179,1,2.6,3,0,0,0,1,0,0,5.293304824724492,1.1314021114911006,2.995732273553991
4503,45,21,33,3,0.5,1,108,0,0,1,0,2,3.970291913552122,0.0,4.852030263919617
1137,51,26,134,4,4.5,3,0,1,1,1,0,0,5.0369526024136295,1.6094379124341003,2.995732273553991
888,57,33,182,2,3.3,3,372,0,0,0,0,4,5.308267697401205,1.33500106673234,5.971261839790462
2361,36,12,109,3,0.5,3,0,1,1,1,0,4,4.859812404361672,0.0,2.995732273553991
1784,54,29,119,3,2.0,1,0,1,1,0,0,1,4.9344739331306915,0.9162907318741551,2.995732273553991
425,28,3,28,4,0.8,1,0,0,0,1,0,0,3.871201010907891,0.26236426446749106,2.995732273553991
4337,26,2,182,2,3.2,2,0,0,0,0,0,3,5.308267697401205,1.308332819650179,2.995732273553991
4652,38,12,184,3,8.0,1,0,0,0,1,0,1,5.318119993844216,2.1400661634962708,2.995732273553991
940,61,36,193,1,4.7,3,203,0,0,1,0,4,5.3612921657094255,1.6486586255873816,5.407171771460119
1176,29,3,103,4,3.4,1,0,0,0,1,0,0,4.812184355372417,1.3609765531356006,2.995732273553991
4216,60,35,173,3,3.1,3,0,0,0,1,0,0,5.262690188904886,1.2809338454620642,2.995732273553991
4940,46,22,19,3,0.5,1,0,0,0,1,0,2,3.6635616461296463,0.0,2.995732273553991
4147,59,35,180,2,6.5,2,0,1,1,1,1,6,5.298317366548036,1.9459101490553132,2.995732273553991
3096,43,18,179,3,1.2,1,0,1,1,1,0,4,5.293304824724492,0.5306282510621704,2.995732273553991
2880,64,40,40,2,1.1,1,0,0,0,1,0,6,4.0943445622221,0.47000362924573563,2.995732273553991
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
3919,64,34,179,2,4.5,3,400,0,0,0,0,0,5.293304824724492,1.6094379124341003,6.040254711277414
1237,38,13,169,1,6.8,3,0,0,1,1,1,2,5.241747015059643,1.9878743481543455,2.995732273553991
2832,45,21,133,4,5.7,3,0,0,1,1,1,2,5.030437921392435,1.824549292051046,2.995732273553991
3450,29,4,14,4,0.5,3,0,0,0,0,1,4,3.5263605246161616,0.0,2.995732273553991
3313,48,24,24,1,0.9,3,0,0,0,0,0,1,3.784189633918261,0.3364722366212129,2.995732273553991
2366,30,4,63,4,2.2,2,0,1,0,1,0,5,4.418840607796598,0.9932517730102834,2.995732273553991
717,59,34,94,3,0.5,1,0,0,0,0,1,3,4.736198448394496,0.0,2.995732273553991
2799,64,39,85,4,3.4,2,200,0,0,1,0,4,4.653960350157523,1.3609765531356006,5.393627546352362
2993,65,40,20,3,0.1,3,0,0,0,0,1,2,3.6888794541139363,-0.5108256237659907,2.995732273553991
3747,26,0,83,3,3.9,2,0,0,0,1,0,1,4.634728988229636,1.4816045409242156,2.995732273553991
4902,33,8,58,2,2.5,1,0,0,0,1,0,0,4.356708826689592,1.0986122886681098,2.995732273553991
4628,27,1,130,3,2.9,2,0,0,0,0,0,4,5.0106352940962555,1.2237754316221157,2.995732273553991
3919,64,34,179,2,4.5,3,400,0,0,0,0,0,5.293304824724492,1.6094379124341003,6.040254711277414
2626,53,27,59,2,0.8,3,0,0,0,1,0,2,4.3694478524670215,0.26236426446749106,2.995732273553991
1604,55,29,111,2,3.6,3,0,0,0,0,1,0,4.875197323201151,1.410986973710262,2.995732273553991
4043,49,23,64,4,2.6,1,0,0,0,1,1,4,4.430816798843313,1.1314021114911006,2.995732273553991
1195,32,7,123,2,2.9,2,0,0,0,1,0,2,4.962844630259907,1.2237754316221157,2.995732273553991
4335,36,10,82,2,2.8,1,0,0,0,0,1,4,4.624972813284271,1.1939224684724346,2.995732273553991
1328,60,36,145,4,6.9,1,380,0,0,0,1,5,5.10594547390058,2.0014800002101243,5.991464547107982
4692,59,35,32,3,0.4,2,0,0,0,0,1,2,3.9512437185814275,-0.10536051565782628,2.995732273553991
3661,29,4,120,1,4.1,2,0,1,1,0,1,4,4.941642422609304,1.5260563034950492,2.995732273553991
1692,58,32,32,3,1.4,1,0,0,0,1,0,3,3.9512437185814275,0.6418538861723947,2.995732273553991
2698,38,14,122,2,8.0,1,0,0,0,1,1,5,4.955827057601261,2.1400661634962708,2.995732273553991
4325,59,35,52,4,1.5,1,0,0,0,1,1,5,4.276666119016055,0.6931471805599453,2.995732273553991
1392,47,23,33,1,1.0,1,0,0,0,1,1,0,3.970291913552122,0.4054651081081644,2.995732273553991
2989,42,18,142,1,3.4,1,496,0,0,1,0,3,5.087596335232384,1.3609765531356006,6.246106765481563
3162,33,7,28,4,0.8,1,0,0,0,1,0,4,3.871201010907891,0.26236426446749106,2.995732273553991
4842,49,23,174,3,4.6,2,590,0,0,0,0,5,5.267858159063328,1.62924053973028,6.413458957167357
3113,31,5,50,4,2.1,3,209,0,0,1,0,1,4.248495242049359,0.9555114450274363,5.43372200355424
3096,43,18,179,3,1.2,1,0,1,1,1,0,4,5.293304824724492,0.5306282510621704,2.995732273553991
2178,37,13,158,2,2.3,2,0,0,1,1,1,3,5.181783550292085,1.0296194171811581,2.995732273553991
4630,46,21,92,1,0.2,2,0,0,0,0,0,2,4.718498871295094,-0.35667494393873245,2.995732273553991
475,43,19,152,3,6.1,2,0,0,0,0,0,2,5.147494476813453,1.8870696490323797,2.995732273553991
3427,39,15,175,2,8.0,1,0,0,0,1,0,4,5.272999558563747,2.1400661634962708,2.995732273553991
98,49,23,94,1,0.3,1,0,0,0,1,0,2,4.736198448394496,-0.2231435513142097,2.995732273553991
